

VNUM	LOCALE_NAME
3125	Lion Slayer+5
3126	Lion Slayer+6
3127	Lion Slayer+7
3128	Lion Slayer+8
3129	Lion Slayer+9
3130	Partisan+0
3131	Partisan+1
3132	Partisan+2
3133	Partisan+3
3134	Partisan+4
3135	Partisan+5
3136	Partisan+6
3137	Partisan+7
3138	Partisan+8
3139	Partisan+9
3140	Electromagnetic Blade+0
3141	Electromagnetic Blade+1
3142	Electromagnetic Blade+2
3143	Electromagnetic Blade+3
3144	Electromagnetic Blade+4
3145	Electromagnetic Blade+5
3146	Electromagnetic Blade+6
3147	Electromagnetic Blade+7
3148	Electromagnetic Blade+8
3149	Electromagnetic Blade+9
3150	Soul Stealing Blade+0
3151	Soul Stealing Blade+1
3152	Soul Stealing Blade+2
3153	Soul Stealing Blade+3
3154	Soul Stealing Blade+4
3155	Soul Stealing Blade+5
3156	Soul Stealing Blade+6
3157	Soul Stealing Blade+7
3158	Soul Stealing Blade+8
3159	Soul Stealing Blade+9
3160	Grudge Sword+0
3161	Grudge Sword+1
3162	Grudge Sword+2
3163	Grudge Sword+3
3164	Grudge Sword+4
3165	Grudge Sword+5
3166	Grudge Sword+6
3167	Grudge Sword+7
3168	Grudge Sword+8
3169	Grudge Sword+9
3170	Yellow Dragon Slayer+0
3171	Yellow Dragon Slayer+1
3172	Yellow Dragon Slayer+2
3173	Yellow Dragon Slayer+3
3174	Yellow Dragon Slayer+4
3175	Yellow Dragon Slayer+5
3176	Yellow Dragon Slayer+6
3177	Yellow Dragon Slayer+7
3178	Yellow Dragon Slayer+8
3179	Yellow Dragon Slayer+9
3180	Blue Dragon Slayer+0
3181	Blue Dragon Slayer+1
3182	Blue Dragon Slayer+2
3183	Blue Dragon Slayer+3
3184	Blue Dragon Slayer+4
3185	Blue Dragon Slayer+5
3186	Blue Dragon Slayer+6
3187	Blue Dragon Slayer+7
3188	Blue Dragon Slayer+8
3189	Blue Dragon Slayer+9
3190	Solar Sword+0
3191	Solar Sword+1
3192	Solar Sword+2
3193	Solar Sword+3
3194	Solar Sword+4
3195	Solar Sword+5
3196	Solar Sword+6
3197	Solar Sword+7
3198	Solar Sword+8
3199	Solar Sword+9
3200	Dragon God Blade+0
3201	Dragon God Blade+1
3202	Dragon God Blade+2
3203	Dragon God Blade+3
3204	Dragon God Blade+4
3205	Dragon God Blade+5
3206	Dragon God Blade+6
3207	Dragon God Blade+7
3208	Dragon God Blade+8
3209	Dragon God Blade+9
3210	Red Iron Blade+0
3211	Red Iron Blade+1
3212	Red Iron Blade+2
3213	Red Iron Blade+3
3214	Red Iron Blade+4
3215	Red Iron Blade+5
3216	Red Iron Blade+6
3217	Red Iron Blade+7
3218	Red Iron Blade+8
3219	Red Iron Blade+9
3300	Partisan+9
3301	Partisan+9
3302	Partisan+9
3303	Partisan+9
3304	Partisan+9
3305	Partisan+9
3306	Partisan+9
3307	Partisan+9
3308	Partisan+9
3309	Partisan+9
3310	Electromagnetic Blade+9
3311	Electromagnetic Blade+9
3312	Electromagnetic Blade+9
3313	Electromagnetic Blade+9
3314	Electromagnetic Blade+9
3315	Electromagnetic Blade+9
3316	Electromagnetic Blade+9
3317	Electromagnetic Blade+9
3318	Electromagnetic Blade+9
3319	Electromagnetic Blade+9
3320	Soul Stealing Blade+9
3321	Soul Stealing Blade+9
3322	Soul Stealing Blade+9
3323	Soul Stealing Blade+9
3324	Soul Stealing Blade+9
3325	Soul Stealing Blade+9
3326	Soul Stealing Blade+9
3327	Soul Stealing Blade+9
3328	Soul Stealing Blade+9
3329	Soul Stealing Blade+9
3330	Grudge Sword+9
3331	Grudge Sword+9
3332	Grudge Sword+9
3333	Grudge Sword+9
3334	Grudge Sword+9
3335	Grudge Sword+9
3336	Grudge Sword+9
3337	Grudge Sword+9
3338	Grudge Sword+9
3339	Grudge Sword+9
3340	Yellow Dragon Slayer+9
3341	Yellow Dragon Slayer+9
3342	Yellow Dragon Slayer+9
3343	Yellow Dragon Slayer+9
3344	Yellow Dragon Slayer+9
3345	Yellow Dragon Slayer+9
3346	Yellow Dragon Slayer+9
3347	Yellow Dragon Slayer+9
3348	Yellow Dragon Slayer+9
3349	Yellow Dragon Slayer+9
3350	Blue Dragon Slayer+9
3351	Blue Dragon Slayer+9
3352	Blue Dragon Slayer+9
3353	Blue Dragon Slayer+9
3354	Blue Dragon Slayer+9
3355	Blue Dragon Slayer+9
3356	Blue Dragon Slayer+9
3357	Blue Dragon Slayer+9
3358	Blue Dragon Slayer+9
3359	Blue Dragon Slayer+9
3360	Solar Sword+9
3361	Solar Sword+9
3362	Solar Sword+9
3363	Solar Sword+9
3364	Solar Sword+9
3365	Solar Sword+9
3366	Solar Sword+9
3367	Solar Sword+9
3368	Solar Sword+9
3369	Solar Sword+9
3370	Dragon God Blade+9
3371	Dragon God Blade+9
3372	Dragon God Blade+9
3373	Dragon God Blade+9
3374	Dragon God Blade+9
3375	Dragon God Blade+9
3376	Dragon God Blade+9
3377	Dragon God Blade+9
3378	Dragon God Blade+9
3379	Dragon God Blade+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Nine Blades+0
4011	Nine Blades+1
4012	Nine Blades+2
4013	Nine Blades+3
4014	Nine Blades+4
4015	Nine Blades+5
4016	Nine Blades+6
4017	Nine Blades+7
4018	Nine Blades+8
4019	Nine Blades+9
4020	Short Knife+0
4021	Short Knife+1
4022	Short Knife+2
4023	Short Knife+3
4024	Short Knife+4
4025	Short Knife+5
4026	Short Knife+6
4027	Short Knife+7
4028	Short Knife+8
4029	Short Knife+9
4030	Lunar Twin Dagger+0
4031	Lunar Twin Dagger+1
4032	Lunar Twin Dagger+2
4033	Lunar Twin Dagger+3
4034	Lunar Twin Dagger+4
4035	Lunar Twin Dagger+5
4036	Lunar Twin Dagger+6
4037	Lunar Twin Dagger+7
4038	Lunar Twin Dagger+8
4039	Lunar Twin Dagger+9
4040	Soulless Knife+0
4041	Soulless Knife+1
4042	Soulless Knife+2
4043	Soulless Knife+3
4044	Soulless Knife+4
4045	Soulless Knife+5
4046	Soulless Knife+6
4047	Soulless Knife+7
4048	Soulless Knife+8
4049	Soulless Knife+9
4200	Lunar Twin Dagger+9
4201	Lunar Twin Dagger+9
4202	Lunar Twin Dagger+9
4203	Lunar Twin Dagger+9
4204	Lunar Twin Dagger+9
4205	Lunar Twin Dagger+9
4206	Lunar Twin Dagger+9
4207	Lunar Twin Dagger+9
4208	Lunar Twin Dagger+9
4209	Lunar Twin Dagger+9
4210	Soulless Knife+9
4211	Soulless Knife+9
4212	Soulless Knife+9
4213	Soulless Knife+9
4214	Soulless Knife+9
4215	Soulless Knife+9
4216	Soulless Knife+9
4217	Soulless Knife+9
4218	Soulless Knife+9
4219	Soulless Knife+9
5000	Copper Bell+0
5001	Copper Bell+1
5002	Copper Bell+2
5003	Copper Bell+3
5004	Copper Bell+4
5005	Copper Bell+5
5006	Copper Bell+6
5007	Copper Bell+7
5008	Copper Bell+8
5009	Copper Bell+9
5010	Silver Bell+0
5011	Silver Bell+1
5012	Silver Bell+2
5013	Silver Bell+3
5014	Silver Bell+4
5015	Silver Bell+5
5016	Silver Bell+6
5017	Silver Bell+7
5018	Silver Bell+8
5019	Silver Bell+9
5020	Golden Bell+0
5021	Golden Bell+1
5022	Golden Bell+2
5023	Golden Bell+3
5024	Golden Bell+4
5025	Golden Bell+5
5026	Golden Bell+6
5027	Golden Bell+7
5028	Golden Bell+8
5029	Golden Bell+9
5030	Jade Bell+0
5031	Jade Bell+1
5032	Jade Bell+2
5033	Jade Bell+3
5034	Jade Bell+4
5035	Jade Bell+5
5036	Jade Bell+6
5037	Jade Bell+7
5038	Jade Bell+8
5039	Jade Bell+9
5040	Fountain Bell+0
5041	Fountain Bell+1
5042	Fountain Bell+2
5043	Fountain Bell+3
5044	Fountain Bell+4
5045	Fountain Bell+5
5046	Fountain Bell+6
5047	Fountain Bell+7
5048	Fountain Bell+8
5049	Fountain Bell+9
5050	Apricot Bell+0
5051	Apricot Bell+1
5052	Apricot Bell+2
5053	Apricot Bell+3
5054	Apricot Bell+4
5055	Apricot Bell+5
5056	Apricot Bell+6
5057	Apricot Bell+7
5058	Apricot Bell+8
5059	Apricot Bell+9
5060	Magical Bell+0
5061	Magical Bell+1
5062	Magical Bell+2
5063	Magical Bell+3
5064	Magical Bell+4
5065	Magical Bell+5
5066	Magical Bell+6
5067	Magical Bell+7
5068	Magical Bell+8
5069	Magical Bell+9
5070	Golden Bug Bell+0
5071	Golden Bug Bell+1
5072	Golden Bug Bell+2
5073	Golden Bug Bell+3
5074	Golden Bug Bell+4
5075	Golden Bug Bell+5
5076	Golden Bug Bell+6
5077	Golden Bug Bell+7
5078	Golden Bug Bell+8
5079	Golden Bug Bell+9
5080	Steel Bug Bell+0
5081	Steel Bug Bell+1
5082	Steel Bug Bell+2
5083	Steel Bug Bell+3
5084	Steel Bug Bell+4
5085	Steel Bug Bell+5
5086	Steel Bug Bell+6
5087	Steel Bug Bell+7
5088	Steel Bug Bell+8
5089	Steel Bug Bell+9
5090	Thunder Bird Bell+0
5091	Thunder Bird Bell+1
5092	Thunder Bird Bell+2
5093	Thunder Bird Bell+3
5094	Thunder Bird Bell+4
5095	Thunder Bird Bell+5
5096	Thunder Bird Bell+6
5097	Thunder Bird Bell+7
5098	Thunder Bird Bell+8
5099	Thunder Bird Bell+9
5100	Heaven and Earth Bell+0
5101	Heaven and Earth Bell+1
5102	Heaven and Earth Bell+2
5103	Heaven and Earth Bell+3
5104	Heaven and Earth Bell+4
5105	Heaven and Earth Bell+5
5106	Heaven and Earth Bell+6
5107	Heaven and Earth Bell+7
5108	Heaven and Earth Bell+8
5109	Heaven and Earth Bell+9
5110	Antique Bell+0
5111	Antique Bell+1
5112	Antique Bell+2
5113	Antique Bell+3
5114	Antique Bell+4
5115	Antique Bell+5
5116	Antique Bell+6
5117	Antique Bell+7
5118	Antique Bell+8
5119	Antique Bell+9
5120	Bamboo Bell+0
5121	Bamboo Bell+1
5122	Bamboo Bell+2
5123	Bamboo Bell+3
5124	Bamboo Bell+4
5125	Bamboo Bell+5
5126	Bamboo Bell+6
5127	Bamboo Bell+7
5128	Bamboo Bell+8
5129	Bamboo Bell+9
5130	Grim Reaper Bell+0
5131	Grim Reaper Bell+1
5132	Grim Reaper Bell+2
5133	Grim Reaper Bell+3
5134	Grim Reaper Bell+4
5135	Grim Reaper Bell+5
5136	Grim Reaper Bell+6
5137	Grim Reaper Bell+7
5138	Grim Reaper Bell+8
5139	Grim Reaper Bell+9
5140	Dragon Bell+0
5141	Dragon Bell+1
5142	Dragon Bell+2
5143	Dragon Bell+3
5144	Dragon Bell+4
5145	Dragon Bell+5
5146	Dragon Bell+6
5147	Dragon Bell+7
5148	Dragon Bell+8
5149	Dragon Bell+9
5150	Hibiscus Bell+0
5151	Hibiscus Bell+1
5152	Hibiscus Bell+2
5153	Hibiscus Bell+3
5154	Hibiscus Bell+4
5155	Hibiscus Bell+5
5156	Hibiscus Bell+6
5157	Hibiscus Bell+7
5158	Hibiscus Bell+8
5159	Hibiscus Bell+9
5260	Thunder Bird Bell+9
5261	Thunder Bird Bell+9
5262	Thunder Bird Bell+9
5263	Thunder Bird Bell+9
5264	Thunder Bird Bell+9
5265	Thunder Bird Bell+9
5266	Thunder Bird Bell+9
5267	Thunder Bird Bell+9
5268	Thunder Bird Bell+9
5269	Thunder Bird Bell+9
5270	Heaven and Earth Bell+9
5271	Heaven and Earth Bell+9
5272	Heaven and Earth Bell+9
5273	Heaven and Earth Bell+9
5274	Heaven and Earth Bell+9
5275	Heaven and Earth Bell+9
5276	Heaven and Earth Bell+9
5277	Heaven and Earth Bell+9
5278	Heaven and Earth Bell+9
5279	Heaven and Earth Bell+9
5290	Bamboo Bell+9
5291	Bamboo Bell+9
5292	Bamboo Bell+9
5293	Bamboo Bell+9
5294	Bamboo Bell+9
5295	Bamboo Bell+9
5296	Bamboo Bell+9
5297	Bamboo Bell+9
5298	Bamboo Bell+9
5299	Bamboo Bell+9
5300	Grim Reaper Bell+9
5301	Grim Reaper Bell+9
5302	Grim Reaper Bell+9
5303	Grim Reaper Bell+9
5304	Grim Reaper Bell+9
5305	Grim Reaper Bell+9
5306	Grim Reaper Bell+9
5307	Grim Reaper Bell+9
5308	Grim Reaper Bell+9
5309	Grim Reaper Bell+9
5310	Dragon Bell+9
5311	Dragon Bell+9
5312	Dragon Bell+9
5313	Dragon Bell+9
5314	Dragon Bell+9
5315	Dragon Bell+9
5316	Dragon Bell+9
5317	Dragon Bell+9
5318	Dragon Bell+9
5319	Dragon Bell+9
5320	Hibiscus Bell+9
5321	Hibiscus Bell+9
5322	Hibiscus Bell+9
5323	Hibiscus Bell+9
5324	Hibiscus Bell+9
5325	Hibiscus Bell+9
5326	Hibiscus Bell+9
5327	Hibiscus Bell+9
5328	Hibiscus Bell+9
5329	Hibiscus Bell+9
7000	Fan+0
7001	Fan+1
7002	Fan+2
7003	Fan+3
7004	Fan+4
7005	Fan+5
7006	Fan+6
7007	Fan+7
7008	Fan+8
7009	Fan+9
7010	Iron Fan+0
7011	Iron Fan+1
7012	Iron Fan+2
7013	Iron Fan+3
7014	Iron Fan+4
7015	Iron Fan+5
7016	Iron Fan+6
7017	Iron Fan+7
7018	Iron Fan+8
7019	Iron Fan+9
7020	Black Tiger Fan+0
7021	Black Tiger Fan+1
7022	Black Tiger Fan+2
7023	Black Tiger Fan+3
7024	Black Tiger Fan+4
7025	Black Tiger Fan+5
7026	Black Tiger Fan+6
7027	Black Tiger Fan+7
7028	Black Tiger Fan+8
7029	Black Tiger Fan+9
7030	Crane Wing Fan+0
7031	Crane Wing Fan+1
7032	Crane Wing Fan+2
7033	Crane Wing Fan+3
7034	Crane Wing Fan+4
7035	Crane Wing Fan+5
7036	Crane Wing Fan+6
7037	Crane Wing Fan+7
7038	Crane Wing Fan+8
7039	Crane Wing Fan+9
7040	Peacock Fan+0
7041	Peacock Fan+1
7042	Peacock Fan+2
7043	Peacock Fan+3
7044	Peacock Fan+4
7045	Peacock Fan+5
7046	Peacock Fan+6
7047	Peacock Fan+7
7048	Peacock Fan+8
7049	Peacock Fan+9
7050	Aquatic Fan+0
7051	Aquatic Fan+1
7052	Aquatic Fan+2
7053	Aquatic Fan+3
7054	Aquatic Fan+4
7055	Aquatic Fan+5
7056	Aquatic Fan+6
7057	Aquatic Fan+7
7058	Aquatic Fan+8
7059	Aquatic Fan+9
7060	Stone Fan+0
7061	Stone Fan+1
7062	Stone Fan+2
7063	Stone Fan+3
7064	Stone Fan+4
7065	Stone Fan+5
7066	Stone Fan+6
7067	Stone Fan+7
7068	Stone Fan+8
7069	Stone Fan+9
7070	Ocean Fan+0
7071	Ocean Fan+1
7072	Ocean Fan+2
7073	Ocean Fan+3
7074	Ocean Fan+4
7075	Ocean Fan+5
7076	Ocean Fan+6
7077	Ocean Fan+7
7078	Ocean Fan+8
7079	Ocean Fan+9
7080	Sting Fan+0
7081	Sting Fan+1
7082	Sting Fan+2
7083	Sting Fan+3
7084	Sting Fan+4
7085	Sting Fan+5
7086	Sting Fan+6
7087	Sting Fan+7
7088	Sting Fan+8
7089	Sting Fan+9
7090	Phoenix Fan+0
7091	Phoenix Fan+1
7092	Phoenix Fan+2
7093	Phoenix Fan+3
7094	Phoenix Fan+4
7095	Phoenix Fan+5
7096	Phoenix Fan+6
7097	Phoenix Fan+7
7098	Phoenix Fan+8
7099	Phoenix Fan+9
7100	Triple Fan+0
7101	Triple Fan+1
7102	Triple Fan+2
7103	Triple Fan+3
7104	Triple Fan+4
7105	Triple Fan+5
7106	Triple Fan+6
7107	Triple Fan+7
7108	Triple Fan+8
7109	Triple Fan+9
7110	Eyebrows Fan+0
7111	Eyebrows Fan+1
7112	Eyebrows Fan+2
7113	Eyebrows Fan+3
7114	Eyebrows Fan+4
7115	Eyebrows Fan+5
7116	Eyebrows Fan+6
7117	Eyebrows Fan+7
7118	Eyebrows Fan+8
7119	Eyebrows Fan+9
7120	Black Solar Fan+0
7121	Black Solar Fan+1
7122	Black Solar Fan+2
7123	Black Solar Fan+3
7124	Black Solar Fan+4
7125	Black Solar Fan+5
7126	Black Solar Fan+6
7127	Black Solar Fan+7
7128	Black Solar Fan+8
7129	Black Solar Fan+9
7130	Heavenly Bird Fan+0
7131	Heavenly Bird Fan+1
7132	Heavenly Bird Fan+2
7133	Heavenly Bird Fan+3
7134	Heavenly Bird Fan+4
7135	Heavenly Bird Fan+5
7136	Heavenly Bird Fan+6
7137	Heavenly Bird Fan+7
7138	Heavenly Bird Fan+8
7139	Heavenly Bird Fan+9
7140	Salvation Fan+0
7141	Salvation Fan+1
7142	Salvation Fan+2
7143	Salvation Fan+3
7144	Salvation Fan+4
7145	Salvation Fan+5
7146	Salvation Fan+6
7147	Salvation Fan+7
7148	Salvation Fan+8
7149	Salvation Fan+9
7150	Ecstatic Fan+0
7151	Ecstatic Fan+1
7152	Ecstatic Fan+2
7153	Ecstatic Fan+3
7154	Ecstatic Fan+4
7155	Ecstatic Fan+5
7156	Ecstatic Fan+6
7157	Ecstatic Fan+7
7158	Ecstatic Fan+8
7159	Ecstatic Fan+9
7160	Autumn Wind Fan+0
7161	Autumn Wind Fan+1
7162	Autumn Wind Fan+2
7163	Autumn Wind Fan+3
7164	Autumn Wind Fan+4
7165	Autumn Wind Fan+5
7166	Autumn Wind Fan+6
7167	Autumn Wind Fan+7
7168	Autumn Wind Fan+8
7169	Autumn Wind Fan+9
7170	Eight Trigrams Fan+0
7171	Eight Trigrams Fan+1
7172	Eight Trigrams Fan+2
7173	Eight Trigrams Fan+3
7174	Eight Trigrams Fan+4
7175	Eight Trigrams Fan+5
7176	Eight Trigrams Fan+6
7177	Eight Trigrams Fan+7
7178	Eight Trigrams Fan+8
7179	Eight Trigrams Fan+9
7180	Lying Dragon Fan+0
7181	Lying Dragon Fan+1
7182	Lying Dragon Fan+2
7183	Lying Dragon Fan+3
7184	Lying Dragon Fan+4
7185	Lying Dragon Fan+5
7186	Lying Dragon Fan+6
7187	Lying Dragon Fan+7
7188	Lying Dragon Fan+8
7189	Lying Dragon Fan+9
7190	Demon's Fan+0
7191	Demon's Fan+1
7192	Demon's Fan+2
7193	Demon's Fan+3
7194	Demon's Fan+4
7195	Demon's Fan+5
7196	Demon's Fan+6
7197	Demon's Fan+7
7198	Demon's Fan+8
7199	Demon's Fan+9
7200	Lance+0
7201	Lance+1
7202	Lance+2
7203	Lance+3
7204	Lance+4
7205	Lance+5
7206	Lance+6
7207	Lance+7
7208	Lance+8
7209	Lance+9
7310	Salvation Fan+9
7311	Salvation Fan+9
7312	Salvation Fan+9
7313	Salvation Fan+9
7314	Salvation Fan+9
7315	Salvation Fan+9
7316	Salvation Fan+9
7317	Salvation Fan+9
7318	Salvation Fan+9
7319	Salvation Fan+9
7320	Ecstatic Fan+9
7321	Ecstatic Fan+9
7322	Ecstatic Fan+9
7323	Ecstatic Fan+9
7324	Ecstatic Fan+9
7325	Ecstatic Fan+9
7326	Ecstatic Fan+9
7327	Ecstatic Fan+9
7328	Ecstatic Fan+9
7329	Ecstatic Fan+9
7340	Eight Trigrams Fan+9
7341	Eight Trigrams Fan+9
7342	Eight Trigrams Fan+9
7343	Eight Trigrams Fan+9
7344	Eight Trigrams Fan+9
7345	Eight Trigrams Fan+9
7346	Eight Trigrams Fan+9
7347	Eight Trigrams Fan+9
7348	Eight Trigrams Fan+9
7349	Eight Trigrams Fan+9
7350	Lying Dragon Fan+9
7351	Lying Dragon Fan+9
7352	Lying Dragon Fan+9
7353	Lying Dragon Fan+9
7354	Lying Dragon Fan+9
7355	Lying Dragon Fan+9
7356	Lying Dragon Fan+9
7357	Lying Dragon Fan+9
7358	Lying Dragon Fan+9
7359	Lying Dragon Fan+9
7360	Demon's Fan+9
7361	Demon's Fan+9
7362	Demon's Fan+9
7363	Demon's Fan+9
7364	Demon's Fan+9
7365	Demon's Fan+9
7366	Demon's Fan+9
7367	Demon's Fan+9
7368	Demon's Fan+9
7369	Demon's Fan+9
8000	Wooden Arrow
8001	Bamboo Arrow
8002	Stone Arrow
8003	Iron Arrow
8004	Steel Arrow
8005	Silver Arrow
8006	Fire Arrow
8007	Poison Arrow
8008	Ice Arrow
8009	Cursed Arrow
9001	Nahan Armour+5
9002	Tanma Armour+5
9003	Jinhon Armour+5
9004	Chung Armour+5
9501	Sword+5
9502	Short Sword+5
9503	Short Arrow+5
9504	Long Sword+5
9505	Big Fan+5
11000	Wolf Armour
11010	Wild Boar Armour
11020	Bear Armour
11030	Tiger Armour
11200	Monk Plate Armour+0
11201	Monk Plate Armour+1
11202	Monk Plate Armour+2
11203	Monk Plate Armour+3
11204	Monk Plate Armour+4
11205	Monk Plate Armour+5
11206	Monk Plate Armour+6
11207	Monk Plate Armour+7
11208	Monk Plate Armour+8
11209	Monk Plate Armour+9
11210	Iron Plate Armour+0
11211	Iron Plate Armour+1
11212	Iron Plate Armour+2
11213	Iron Plate Armour+3
11214	Iron Plate Armour+4
11215	Iron Plate Armour+5
11216	Iron Plate Armour+6
11217	Iron Plate Armour+7
11218	Iron Plate Armour+8
11219	Iron Plate Armour+9
11220	Tiger Plate Armour+0
11221	Tiger Plate Armour+1
11222	Tiger Plate Armour+2
11223	Tiger Plate Armour+3
11224	Tiger Plate Armour+4
11225	Tiger Plate Armour+5
11226	Tiger Plate Armour+6
11227	Tiger Plate Armour+7
11228	Tiger Plate Armour+8
11229	Tiger Plate Armour+9
11230	Lion Plate Armour+0
11231	Lion Plate Armour+1
11232	Lion Plate Armour+2
11233	Lion Plate Armour+3
11234	Lion Plate Armour+4
11235	Lion Plate Armour+5
11236	Lion Plate Armour+6
11237	Lion Plate Armour+7
11238	Lion Plate Armour+8
11239	Lion Plate Armour+9
11240	Mortal Plate Armour+0
11241	Mortal Plate Armour+1
11242	Mortal Plate Armour+2
11243	Mortal Plate Armour+3
11244	Mortal Plate Armour+4
11245	Mortal Plate Armour+5
11246	Mortal Plate Armour+6
11247	Mortal Plate Armour+7
11248	Mortal Plate Armour+8
11249	Mortal Plate Armour+9
11250	Dragon Plate Armour+0
11251	Dragon Plate Armour+1
11252	Dragon Plate Armour+2
11253	Dragon Plate Armour+3
11254	Dragon Plate Armour+4
11255	Dragon Plate Armour+5
11256	Dragon Plate Armour+6
11257	Dragon Plate Armour+7
11258	Dragon Plate Armour+8
11259	Dragon Plate Armour+9
11260	Blue Scale Armour+0
11261	Blue Scale Armour+1
11262	Blue Scale Armour+2
11263	Blue Scale Armour+3
11264	Blue Scale Armour+4
11265	Blue Scale Armour+5
11266	Blue Scale Armour+6
11267	Blue Scale Armour+7
11268	Blue Scale Armour+8
11269	Blue Scale Armour+9
11270	Gold Scale Armour+0
11271	Gold Scale Armour+1
11272	Gold Scale Armour+2
11273	Gold Scale Armour+3
11274	Gold Scale Armour+4
11275	Gold Scale Armour+5
11276	Gold Scale Armour+6
11277	Gold Scale Armour+7
11278	Gold Scale Armour+8
11279	Gold Scale Armour+9
11280	Dragon God Armour+0
11281	Dragon God Armour+1
11282	Dragon God Armour+2
11283	Dragon God Armour+3
11284	Dragon God Armour+4
11285	Dragon God Armour+5
11286	Dragon God Armour+6
11287	Dragon God Armour+7
11288	Dragon God Armour+8
11289	Dragon God Armour+9
11290	Black Steel Armour+0
11291	Black Steel Armour+1
11292	Black Steel Armour+2
11293	Black Steel Armour+3
11294	Black Steel Armour+4
11295	Black Steel Armour+5
11296	Black Steel Armour+6
11297	Black Steel Armour+7
11298	Black Steel Armour+8
11299	Black Steel Armour+9
11300	Greater Tiger Armour
11301	Mighty Armour
11302	Dragon Armour
11303	Weak Armour
11304	Red Cliff Armour
11305	Wiseman Armour
11306	Five Tiger Armour
11307	Superior Armour
11308	Red Dragon Armour
11309	Fiery Dragon Armour
11400	Azure Suit+0
11401	Azure Suit+1
11402	Azure Suit+2
11403	Azure Suit+3
11404	Azure Suit+4
11405	Azure Suit+5
11406	Azure Suit+6
11407	Azure Suit+7
11408	Azure Suit+8
11409	Azure Suit+9
11410	Ivory Suit+0
11411	Ivory Suit+1
11412	Ivory Suit+2
11413	Ivory Suit+3
11414	Ivory Suit+4
11415	Ivory Suit+5
11416	Ivory Suit+6
11417	Ivory Suit+7
11418	Ivory Suit+8
11419	Ivory Suit+9
11420	Crimson Suit+0
11421	Crimson Suit+1
11422	Crimson Suit+2
11423	Crimson Suit+3
11424	Crimson Suit+4
11425	Crimson Suit+5
11426	Crimson Suit+6
11427	Crimson Suit+7
11428	Crimson Suit+8
11429	Crimson Suit+9
11430	Red Ant Suit+0
11431	Red Ant Suit+1
11432	Red Ant Suit+2
11433	Red Ant Suit+3
11434	Red Ant Suit+4
11435	Red Ant Suit+5
11436	Red Ant Suit+6
11437	Red Ant Suit+7
11438	Red Ant Suit+8
11439	Red Ant Suit+9
11440	Ant Lion Suit+0
11441	Ant Lion Suit+1
11442	Ant Lion Suit+2
11443	Ant Lion Suit+3
11444	Ant Lion Suit+4
11445	Ant Lion Suit+5
11446	Ant Lion Suit+6
11447	Ant Lion Suit+7
11448	Ant Lion Suit+8
11449	Ant Lion Suit+9
11450	Assassin Suit+0
11451	Assassin Suit+1
11452	Assassin Suit+2
11453	Assassin Suit+3
11454	Assassin Suit+4
11455	Assassin Suit+5
11456	Assassin Suit+6
11457	Assassin Suit+7
11458	Assassin Suit+8
11459	Assassin Suit+9
11460	Young Dragon Suit+0
11461	Young Dragon Suit+1
11462	Young Dragon Suit+2
11463	Young Dragon Suit+3
11464	Young Dragon Suit+4
11465	Young Dragon Suit+5
11466	Young Dragon Suit+6
11467	Young Dragon Suit+7
11468	Young Dragon Suit+8
11469	Young Dragon Suit+9
11470	Killer Wind Suit+0
11471	Killer Wind Suit+1
11472	Killer Wind Suit+2
11473	Killer Wind Suit+3
11474	Killer Wind Suit+4
11475	Killer Wind Suit+5
11476	Killer Wind Suit+6
11477	Killer Wind Suit+7
11478	Killer Wind Suit+8
11479	Killer Wind Suit+9
11480	Fuchsia Suit+0
11481	Fuchsia Suit+1
11482	Fuchsia Suit+2
11483	Fuchsia Suit+3
11484	Fuchsia Suit+4
11485	Fuchsia Suit+5
11486	Fuchsia Suit+6
11487	Fuchsia Suit+7
11488	Fuchsia Suit+8
11489	Fuchsia Suit+9
11490	Black Wind Suit+0
11491	Black Wind Suit+1
11492	Black Wind Suit+2
11493	Black Wind Suit+3
11494	Black Wind Suit+4
11495	Black Wind Suit+5
11496	Black Wind Suit+6
11497	Black Wind Suit+7
11498	Black Wind Suit+8
11499	Black Wind Suit+9
11500	Raven Suit
11501	Flying Suit
11502	Red Hawk Suit
11503	Ho-Young Suit
11504	Darkness Suit
11505	Wind-Hawk Suit
11506	Demon Suit
11507	Rendezvous Suit
11508	Earth Dragon Suit
11509	Heaven Suit
11600	Requiem Plate Armour+0
11601	Requiem Plate Armour+1
11602	Requiem Plate Armour+2
11603	Requiem Plate Armour+3
11604	Requiem Plate Armour+4
11605	Requiem Plate Armour+5
11606	Requiem Plate Armour+6
11607	Requiem Plate Armour+7
11608	Requiem Plate Armour+8
11609	Requiem Plate Armour+9
11610	Wizard Plate Armour+0
11611	Wizard Plate Armour+1
11612	Wizard Plate Armour+2
11613	Wizard Plate Armour+3
11614	Wizard Plate Armour+4
11615	Wizard Plate Armour+5
11616	Wizard Plate Armour+6
11617	Wizard Plate Armour+7
11618	Wizard Plate Armour+8
11619	Wizard Plate Armour+9
11620	Misfortune  Armour+0
11621	Misfortune  Armour+1
11622	Misfortune Armour+2
11623	Misfortune  Armour+3
11624	Misfortune  Armour+4
11625	Misfortune  Armour+5
11626	Misfortune  Armour+6
